İlanNo,SonGuncellemeTarihi,ilce_pamukkale,ilce_merkezefendi,konut_tipi,toplam_oda,brutm2,netm2,bul_kat,bina_yas,isinma_belirtilmeyen,isinma_dogalgazsoba,isinma_yok,isinma_jeo ,isinma_katkalo,isinma_klima,isinma_kombi,isinma_merkezi,isinma_merkezipay,isinma_soba,isinma_yerden,bina_kat,kredi_bilinmiyor,kredi_uygun,kredi_uygundegil,esya_bilinmiyor,esya_var,esya_yok,toplam_banyo,yapi_ikinci,yapi_sifir,takas_bilinmiyor,takas_evet,takas_hayır,SatisFiyati,tapu_arsa,tapu_katirt,tapu_katmul,tapu_bos,cephe_kuzey,cephe_guney,cephe_dogu,cephe_bati,cephe_bos
126549-602,13.03.2024,0,1,1,4,210,180,-1,14,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,1,0,0,1,1,0,1,0,0,2575000,0,0,0,1,0,0,0,0,1
135046-2054,18.04.2024,0,1,1,4,160,155,2,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,1,1,0,1,1,0,0,3200000,0,0,0,1,0,0,0,0,1
142596-75,12.03.2024,0,1,1,4,160,145,3,0,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,0,1,2,0,1,0,1,0,3700000,0,0,1,0,0,0,0,0,1
118042-317,20.04.2024,0,1,1,5,220,187,3,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,0,0,1,2,0,1,0,1,0,6500000,0,0,1,0,0,1,0,0,0
121853-1050,13.03.2024,0,1,1,4,150,140,2,0,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,0,1,2,0,1,0,0,1,3750000,0,0,0,1,0,0,0,0,1
129683-492,12.05.2024,0,1,1,4,170,154,5,30,0,0,0,0,0,0,1,0,0,0,0,7,0,1,0,1,0,0,1,1,0,1,0,0,2390000,0,0,0,1,0,0,0,0,1
121464-941,29.04.2024,0,1,1,4,180,170,4,20,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0,0,0,1,1,1,0,0,0,1,2790000,0,0,0,1,0,0,0,0,1
137436-234,6.05.2024,0,1,1,5,220,196,3,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,0,0,1,2,0,1,0,0,1,7250000,0,0,1,0,0,1,1,0,0
102131-31996,15.05.2024,0,1,1,4,160,155,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,1,2,0,1,1,0,0,4500000,0,0,1,0,1,1,1,1,0
139845-1047,15.04.2024,0,1,1,4,160,155,2,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,1,1,0,1,0,1,0,3100000,0,0,0,1,0,0,0,0,1
138295-342,18.03.2024,0,1,1,4,160,145,2,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,1,2,0,1,0,0,1,4199000,0,0,1,0,0,0,0,0,1
133566-157,17.04.2024,0,1,1,4,150,135,3,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,1,1,0,1,0,0,1,2970000,0,0,1,0,0,0,0,0,1
135993-19,10.05.2024,0,1,1,3,118,117,2,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,1,1,0,1,0,1,0,3200000,0,0,0,1,0,0,0,0,1
134619-161,16.05.2024,0,1,1,3,95,85,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,2499000,0,0,0,1,0,0,0,0,1
136300-247,5.04.2024,0,1,1,2,60,55,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,1,1,0,1,0,0,1,1475000,0,0,1,0,0,0,0,0,1
133179-101,21.02.2024,0,1,1,3,110,100,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,1,2,0,1,0,1,0,2650000,0,0,0,1,1,1,1,1,0
137837-2,15.05.2024,0,1,1,4,150,130,2,20,0,0,0,0,0,0,1,0,0,0,0,4,0,0,1,0,0,1,1,1,0,0,0,1,1900000,0,0,1,0,1,0,0,0,0
140093-573,21.03.2024,0,1,1,3,95,90,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,2,0,1,1,0,0,1999999,0,1,0,0,0,0,1,1,0
131323-193,29.03.2024,0,1,1,2,55,45,0,5,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,1,0,1,1,0,0,0,1,999000,0,0,0,1,1,1,1,1,0
126549-595,10.03.2024,0,1,1,4,145,125,-2,8,0,0,0,0,0,0,0,1,0,0,0,7,1,0,0,0,0,1,2,1,0,1,0,0,3599000,0,0,0,1,0,0,0,0,1
0-22956362,23.04.2024,0,1,1,6,205,185,4,11,0,0,0,0,0,0,1,0,0,0,0,4,1,0,0,0,0,1,3,1,0,0,0,1,5250000,0,0,0,1,0,0,0,0,1
135046-2042,18.04.2024,0,1,1,3,120,110,2,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,1,0,1,0,1,0,3200000,0,0,0,1,0,0,0,0,1
142596-64,18.03.2024,0,1,1,3,120,100,2,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,1,0,1,0,1,0,2200000,0,0,1,0,0,0,0,0,1
137102-213,15.04.2024,0,1,1,2,85,80,1,8,0,0,0,0,0,0,1,0,0,0,0,4,1,0,0,1,0,0,1,1,0,1,0,0,1540000,0,0,0,1,0,0,0,0,1
121853-956,4.03.2024,0,1,1,4,165,145,3,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,1,2,0,1,0,0,1,3750000,0,0,0,1,0,0,0,0,1
129683-454,12.05.2024,0,1,1,5,170,160,3,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,0,0,1,2,0,1,0,0,1,6500000,0,0,0,1,0,0,0,0,1
113234-916,15.04.2024,0,1,1,4,150,140,4,27,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,1,1,1,0,0,0,1,1900000,0,0,1,0,1,1,1,1,0
99579-1649,2.04.2024,0,1,1,4,130,115,3,5,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,2,1,0,0,0,1,1750000,0,1,0,0,0,0,0,0,1
89525-172,22.04.2024,0,1,1,4,160,140,3,3,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,1,2,1,0,0,0,1,2870000,0,0,1,0,0,1,1,1,0
69820-925,7.05.2024,0,1,1,4,160,135,7,16,0,0,0,0,0,0,1,0,0,0,0,7,0,1,0,0,0,1,1,1,0,0,0,1,2250000,0,0,1,0,1,0,0,0,0
137436-207,22.04.2024,0,1,1,3,110,100,2,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,1,1,0,1,0,1,0,3500000,0,0,1,0,0,0,0,0,1
102131-31994,15.05.2024,0,1,1,3,120,110,1,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,1,1,0,1,1,0,0,2500000,0,0,1,0,0,1,0,0,0
139845-945,1.04.2024,0,1,1,4,170,160,2,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,1,2,0,1,0,1,0,3500000,0,0,1,0,0,0,0,0,1
138295-341,18.03.2024,0,1,1,5,185,175,1,11,0,0,0,0,0,0,1,0,0,0,0,4,0,0,1,0,0,1,2,1,0,0,0,1,3600000,0,0,1,0,0,0,0,0,1
133566-156,22.02.2024,0,1,1,4,155,140,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,1,1,0,1,0,0,1,2870000,0,0,1,0,0,0,0,0,1
135993-17,18.03.2024,0,1,1,4,150,145,2,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,1,2,0,1,0,1,0,3400000,0,0,0,1,0,0,0,0,1
134619-106,16.05.2024,0,1,1,3,85,75,2,2,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,0,1,0,1,0,1,0,0,1,1950000,0,0,1,0,0,0,0,0,1
142360-14,22.03.2024,0,1,1,3,65,60,3,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,1,0,1,0,0,1,2450000,0,0,1,0,0,0,0,0,1
135046-2041,17.04.2024,0,1,1,3,120,110,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,1,1,0,1,0,1,0,1800000,0,0,0,1,0,0,0,0,1
142596-44,4.03.2024,0,1,1,4,160,140,1,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,1,2,0,1,0,1,0,3580000,0,0,1,0,0,0,0,0,1
126156-502,9.03.2024,0,1,1,2,55,45,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,1,1,0,1,0,0,1,1475000,0,0,1,0,0,1,1,0,0
91390-1419,19.04.2024,0,1,1,3,139,120,3,21,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,0,1,1,1,0,0,0,1,1400000,0,0,1,0,0,0,0,0,1
138220-562,27.03.2024,0,1,1,3,115,105,0,6,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,1,1,0,0,0,1,2199000,0,1,0,0,0,1,1,1,0
113131-80,29.04.2024,0,1,1,4,138,130,3,0,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,0,1,2,0,1,0,1,0,3800000,0,1,0,0,0,0,0,0,1
137549-429,25.03.2024,0,1,1,3,120,110,1,31,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,0,1,1,1,0,0,0,1,1600000,0,0,1,0,1,0,1,0,0
137436-161,6.05.2024,0,1,1,5,208,190,2,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,0,0,1,2,1,0,0,1,0,5750000,0,0,1,0,0,0,0,0,1
135972-145,8.04.2024,0,1,1,4,145,135,3,0,0,0,0,0,0,0,0,0,0,0,1,6,0,1,0,0,0,1,1,0,1,0,1,0,3200000,0,0,1,0,1,1,1,1,0
102131-31993,15.05.2024,0,1,1,6,220,210,4,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,1,1,0,1,0,1,0,5600000,0,0,1,0,1,1,1,1,0
139845-789,31.03.2024,0,1,1,4,160,150,3,0,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,0,1,2,0,1,0,1,0,3800000,0,0,1,0,0,0,0,0,1
121853-979,20.03.2024,0,1,1,2,35,30,2,4,0,0,0,0,0,0,1,0,0,0,0,7,0,1,0,0,1,0,1,1,0,1,0,0,1050000,0,0,0,1,0,0,0,0,1
138295-294,17.02.2024,0,1,1,4,160,150,3,21,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,0,1,2,1,0,0,1,0,3500000,0,0,1,0,0,0,0,0,1
135993-16,19.04.2024,0,1,1,4,165,155,2,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,1,2,0,1,0,1,0,3500000,0,0,0,1,0,0,0,0,1
129683-525,9.05.2024,0,1,1,4,150,145,1,10,0,0,0,0,0,0,0,0,0,0,1,9,0,1,0,1,0,0,1,1,0,1,0,0,3250000,0,0,0,1,0,0,0,0,1
126549-596,8.03.2024,0,1,1,3,100,90,2,30,0,0,0,0,0,0,1,0,0,0,0,5,1,0,0,1,0,0,1,1,0,1,0,0,1420000,0,0,0,1,0,0,0,0,1
135046-2021,3.05.2024,0,1,1,3,130,125,2,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,1,1,0,1,1,0,0,1875000,0,0,0,1,0,0,0,0,1
121464-939,23.04.2024,0,1,1,3,120,105,0,16,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,0,1,1,1,0,0,0,1,1790000,0,0,0,1,0,0,0,0,1
142596-42,2.03.2024,0,1,1,4,170,155,2,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,1,2,0,1,0,1,0,3750000,0,0,1,0,0,0,0,0,1
133179-103,13.03.2024,0,1,1,2,55,50,1,8,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,1,0,1,1,0,0,1,0,1350000,0,0,0,1,0,0,0,0,1
137028-91,30.04.2024,0,1,1,3,75,65,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,1,1,0,1,0,0,1,2100000,0,0,1,0,0,0,0,0,1
138220-561,3.04.2024,0,1,1,3,110,100,2,5,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,1,1,1,0,0,0,1,1980000,0,1,0,0,1,1,1,1,0
132332-634,7.04.2024,0,1,1,3,110,90,1,4,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,1,1,0,0,1,0,2050000,0,1,0,0,1,1,1,1,0
137436-156,22.04.2024,0,1,1,3,130,115,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,1,2,0,1,0,1,0,3500000,0,0,1,0,0,0,0,0,1
135972-137,22.03.2024,0,1,1,4,155,145,2,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,1,1,0,1,0,1,0,3500000,0,0,1,0,1,1,1,1,0
102131-31992,15.05.2024,0,1,1,4,160,155,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,2,0,1,0,1,0,3250000,0,0,1,0,1,1,1,1,0
139845-751,2.04.2024,0,1,1,3,120,115,2,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,1,0,1,0,1,0,2300000,0,0,1,0,0,0,0,0,1
138295-214,24.03.2024,0,1,1,5,230,200,3,5,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,2,1,0,0,0,1,4423000,0,0,1,0,0,0,0,0,1
135993-13,10.05.2024,0,1,1,4,165,155,2,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,1,2,0,1,0,1,0,4500000,0,0,0,1,0,0,0,0,1
134619-16,16.05.2024,0,1,1,4,150,135,3,25,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,1,1,0,0,0,1,1498000,0,0,1,0,0,0,0,0,1
113131-71,25.04.2024,0,1,1,4,135,125,2,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,1,0,1,0,1,0,3000000,0,1,0,0,0,0,0,0,1
139582-114,15.03.2024,0,1,1,4,110,100,3,4,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,1,1,0,0,1,0,2599000,0,0,0,1,0,0,0,0,1
135046-2018,16.04.2024,0,1,1,3,120,110,2,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,1,0,1,0,1,0,2700000,0,0,0,1,0,0,0,0,1
121464-918,5.03.2024,0,1,1,4,220,200,4,10,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,1,2,0,1,0,0,1,4100000,0,0,1,0,0,0,0,0,1
118042-562,4.04.2024,0,1,1,4,180,165,3,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,0,0,1,2,0,1,0,1,0,5000000,0,0,1,0,1,1,1,1,0
121853-1348,8.03.2024,0,1,1,3,160,150,3,5,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,2,1,0,0,1,0,2075000,0,1,0,0,0,0,0,0,1
138220-560,18.04.2024,0,1,1,4,140,135,3,13,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,1,1,0,0,0,1,2399000,0,0,1,0,0,0,0,0,1
126156-493,26.02.2024,0,1,1,3,70,60,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,1,1,0,1,0,1,0,2200000,0,0,1,0,0,1,0,1,0
137436-149,7.05.2024,0,1,1,4,150,145,3,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,1,2,0,1,0,1,0,4200000,0,0,1,0,0,0,0,0,1
69820-936,7.05.2024,0,1,1,3,105,95,0,11,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,0,1,1,1,0,0,1,0,2500000,0,1,0,0,0,1,0,0,0
135972-131,27.03.2024,0,1,1,4,160,150,2,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,1,2,0,1,0,1,0,4500000,0,0,1,0,1,1,1,1,0
102131-31991,15.05.2024,0,1,1,5,220,200,2,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,0,0,1,2,0,1,0,1,0,6300000,0,0,1,0,1,1,1,1,0
139845-668,4.04.2024,0,1,1,4,150,135,2,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,1,1,0,1,0,1,0,2500000,0,0,1,0,0,0,0,0,1
138295-201,18.03.2024,0,1,1,5,230,190,4,5,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,1,2,1,0,0,1,0,3000000,0,0,1,0,0,0,0,0,1
135993-8,10.05.2024,0,1,1,3,105,95,2,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,1,2,0,1,0,1,0,2300000,0,0,0,1,0,0,0,0,1
122219-172,17.03.2024,0,1,1,3,120,110,2,5,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,0,1,1,1,0,1,0,0,1850000,0,0,0,1,0,0,0,0,1
91390-1450,1.05.2024,0,1,1,4,165,150,2,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,0,0,1,2,0,1,0,1,0,5000000,0,0,0,1,1,1,1,1,0
135046-2015,16.04.2024,0,1,1,4,165,160,4,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,1,2,0,1,0,1,0,4500000,0,0,0,1,0,0,0,0,1
117504-1040,16.03.2024,0,1,1,4,175,145,3,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,1,0,0,1,1,0,1,0,0,1,3600000,0,1,0,0,0,0,0,0,1
113131-84,29.04.2024,0,1,1,4,130,120,1,6,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,1,1,0,0,1,0,2150000,0,1,0,0,0,0,0,0,1
118042-325,20.04.2024,0,1,1,4,165,145,1,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,0,0,1,2,0,1,0,1,0,3900000,0,0,1,0,1,1,1,1,0
137436-131,6.05.2024,0,1,1,3,110,95,2,3,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,1,1,0,1,0,1,0,3400000,0,0,1,0,0,0,0,0,1
102131-31990,15.05.2024,0,1,1,4,160,155,2,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,1,1,0,1,0,1,0,3500000,0,0,1,0,1,1,1,1,0
135972-91,8.04.2024,0,1,1,3,125,100,2,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,1,1,0,1,0,1,0,2300000,0,0,1,0,1,1,1,1,0
139845-617,22.03.2024,0,1,1,5,230,200,3,0,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,0,1,2,0,1,0,1,0,6500000,0,0,1,0,0,0,0,0,1
121464-936,23.04.2024,0,1,1,4,175,165,1,21,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,0,1,1,1,0,0,0,1,2750000,0,0,0,1,0,0,0,0,1
137102-227,7.03.2024,0,1,1,3,125,115,2,7,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,1,1,0,1,0,0,2050000,0,0,0,1,0,0,0,0,1
138295-200,18.03.2024,0,1,1,5,220,200,3,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,1,2,0,1,0,1,0,6500000,0,0,1,0,0,0,0,0,1
135993-3,22.04.2024,0,1,1,4,185,175,3,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,0,0,1,2,0,1,0,1,0,4150000,0,0,0,1,0,0,0,0,1
69820-917,7.05.2024,0,1,1,4,170,160,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,1,0,0,2,0,1,0,1,0,3300000,0,0,1,0,1,1,1,1,0
135046-2014,17.04.2024,0,1,1,4,160,155,2,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,2,0,1,0,1,0,4200000,0,0,0,1,0,0,0,0,1
134094-579,28.02.2024,0,1,1,3,110,100,0,15,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,1,1,1,0,1,0,0,2000000,0,0,0,1,0,0,0,0,1
126549-594,5.03.2024,0,1,1,3,98,85,0,6,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,1,0,0,1,1,0,1,0,0,1935000,0,0,0,1,0,0,0,0,1
113131-67,24.04.2024,0,1,1,3,100,90,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,1,0,1,0,1,0,1800000,0,1,0,0,0,0,0,0,1
138220-539,26.03.2024,0,1,1,3,115,110,0,14,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,1,1,0,0,0,1,1995000,0,0,1,0,1,1,1,1,0
121853-1464,1.04.2024,0,1,1,4,150,145,2,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,1,2,0,1,0,1,0,3300000,0,1,0,0,0,0,0,0,1
137436-116,6.05.2024,0,1,1,5,200,190,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,1,2,0,1,0,1,0,6500000,0,0,1,0,0,0,0,0,1
102131-31989,15.05.2024,0,1,1,4,160,150,2,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,0,0,1,1,0,1,0,1,0,4000000,0,0,1,0,1,1,1,1,0
135972-90,28.03.2024,0,1,1,3,125,110,2,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,1,1,0,1,0,1,0,2800000,0,0,1,0,1,1,1,1,0
139845-559,3.04.2024,0,1,1,3,110,100,2,6,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,1,0,1,0,1,0,1390000,0,0,1,0,0,0,0,0,1
121464-893,2.04.2024,0,1,1,4,170,160,2,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,1,0,1,0,0,1,3200000,0,0,0,1,0,0,0,0,1
122219-349,17.02.2024,0,1,1,2,45,40,-1,8,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,1,0,0,1,1,0,1,0,0,650000,0,0,0,1,0,0,0,0,1
137102-201,15.03.2024,0,1,1,3,120,100,5,20,0,0,0,0,0,0,1,0,0,0,0,5,1,0,0,0,0,1,1,1,0,1,0,0,1550000,0,0,0,1,0,0,0,0,1
133566-164,22.02.2024,0,1,1,3,80,78,0,5,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,1,1,0,0,0,1,1250000,0,0,0,1,0,0,0,1,0
137549-910,18.03.2024,0,1,1,2,55,50,6,4,0,0,0,0,0,0,0,0,0,0,1,7,0,1,0,0,1,0,1,1,0,0,0,1,1330000,0,0,1,0,0,0,0,0,1
135046-2010,18.04.2024,0,1,1,4,170,160,2,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,1,1,0,1,1,0,0,3700000,0,0,0,1,0,0,0,0,1
134094-557,5.03.2024,0,1,1,3,105,100,2,7,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,1,1,1,0,0,0,1,1900000,0,0,0,1,0,0,0,0,1
138220-496,26.03.2024,0,1,1,3,110,100,2,3,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,1,1,1,0,0,0,1,1739000,0,1,0,0,0,1,1,1,0
135993-29,5.04.2024,0,1,1,4,180,170,2,4,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,1,1,1,0,0,1,0,3250000,0,0,0,1,0,0,0,0,1
140093-534,26.04.2024,0,1,1,4,155,140,5,30,0,0,0,0,0,0,1,0,0,0,0,7,0,1,0,0,0,1,1,1,0,0,0,1,2350000,0,1,0,0,0,0,0,0,1
113131-61,24.04.2024,0,1,1,4,130,120,4,35,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,1,0,0,1,1,0,0,1,0,1650000,0,1,0,0,0,0,0,0,1
137436-84,22.04.2024,0,1,1,5,210,190,2,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,0,0,1,2,0,1,0,1,0,5750000,0,0,1,0,0,0,0,0,1
102131-31988,15.05.2024,0,1,1,4,180,175,2,0,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,0,1,2,0,1,0,1,0,4000000,0,0,1,0,1,1,1,1,0
135972-52,27.04.2024,0,1,1,4,135,110,2,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,1,0,1,0,1,0,2650000,0,0,1,0,1,1,1,1,0
121464-861,23.04.2024,0,1,1,4,175,165,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,1,2,0,1,0,0,1,4250000,0,0,0,1,0,0,0,0,1
135046-2005,17.04.2024,0,1,1,3,120,110,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,1,0,1,0,1,0,2000000,0,0,0,1,0,0,0,0,1
138295-333,17.02.2024,0,1,1,3,130,125,2,26,0,0,0,0,0,0,1,0,0,0,0,6,0,1,0,0,0,1,1,1,0,0,0,1,1450000,0,0,1,0,0,0,0,0,1
134619-185,16.05.2024,0,1,1,3,120,105,3,3,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,1,1,0,0,0,1,1950000,0,0,0,1,0,0,0,0,1
118042-552,13.05.2024,0,1,1,5,180,160,4,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,1,1,0,1,0,1,0,3999000,0,0,0,1,1,1,1,1,0
140093-214,15.03.2024,0,1,1,4,125,120,2,35,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,0,1,1,1,0,0,0,1,1550000,0,0,1,0,0,1,1,1,0
113234-964,9.03.2024,0,1,1,3,125,124,2,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,1,2,0,1,0,1,0,2500000,0,1,0,0,1,1,1,1,0
113131-39,18.04.2024,0,1,1,3,100,90,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,1,1,0,1,0,1,0,2450000,0,0,0,1,0,0,0,0,1
137436-81,6.05.2024,0,1,1,5,185,177,3,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,0,0,1,2,0,1,0,1,0,5750000,0,0,1,0,0,0,0,0,1
102131-31987,15.05.2024,0,1,1,4,170,160,2,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,1,1,0,1,0,1,0,4400000,0,0,1,0,0,1,0,0,0
128687-671,8.05.2024,0,1,1,4,145,130,4,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,1,1,0,1,0,1,0,3500000,0,0,1,0,0,0,1,1,0
99579-1596,29.03.2024,0,1,1,4,240,210,17,12,0,0,0,0,0,0,0,0,1,0,0,17,0,1,0,0,0,1,2,1,0,0,1,0,3050000,0,0,1,0,1,0,0,1,0
140663-247,4.03.2024,0,1,1,2,50,45,3,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,1,0,0,1,0,1,1,0,0,1590000,0,0,0,1,0,0,0,0,1
121464-933,2.04.2024,0,1,1,4,135,125,5,26,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,0,1,1,1,0,0,0,1,1750000,0,0,0,1,0,0,0,0,1
135972-148,16.04.2024,0,1,1,3,125,115,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,1,1,0,1,0,1,0,2600000,0,0,1,0,1,1,1,1,0
135046-2001,16.04.2024,0,1,1,3,120,110,4,5,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,1,1,0,1,0,1,0,1300000,0,0,0,1,0,0,0,0,1
